CODMES;CLIENTE;CLIENTE;NUMBANCOS;EDAD;BCOTCMAX;GENERO
201912;10051;INFORMAL;4;52;BBVA;M
201912;10052;INFORMAL;3;27;FINANC_UNO;F
201912;10053;DEPENDIENTE;1;41;IBK;M
201912;10054;INFORMAL;2;35;FALABELLA;F
201912;10055;DEPENDIENTE;2;26;BIF;M
201912;10056;DEPENDIENTE;1;48;IBK;M
201912;10057;INFORMAL;2;32;CENCOSUD;F
201912;10058;INFORMAL;2;41;SCOTIA;M
201912;10059;DEPENDIENTE;2;35;BBVA;F
201912;10060;INFORMAL;2;33;FINANC_UNO;F
201912;10061;INFORMAL;1;26;IBK;F
201912;10062;INFORMAL;1;22;IBK;F
201912;10063;INFORMAL;2;44;FINANC_UNO;F
201912;10064;INFORMAL;1;36;IBK;M
201912;10065;DEPENDIENTE;1;41;IBK;F
201912;10066;PROFESIONAL INDEPENDIENTE;3;31;FINANCIERO;M
201912;10067;INFORMAL;3;34;BBVA;M
201912;10068;DEPENDIENTE;1;51;IBK;M
201912;10069;DEPENDIENTE;1;24;IBK;M
201912;10070;DEPENDIENTE;1;24;IBK;M
201912;10071;DEPENDIENTE;1;32;FINANC_UNO;M
201912;10072;DEPENDIENTE;1;33;IBK;F
201912;10073;INFORMAL;1;25;BCP;M
201912;10074;DEPENDIENTE;3;31;FINANC_UNO;M
201912;10075;DEPENDIENTE;1;49;IBK;M
201912;10076;INFORMAL;2;45;SCOTIA;F
201912;10077;DEPENDIENTE;1;26;IBK;M
201912;10078;DEPENDIENTE;2;27;IBK;F
201912;10079;MICROEMPRESARIO FORMAL - INDEPENDIENTE;2;32;BIF;M
201912;10080;MICROEMPRESARIO FORMAL - INDEPENDIENTE;4;49;BCP;F
201912;10081;INFORMAL;3;57;SCOTIA;F
201912;10082;DEPENDIENTE;1;38;IBK;F
201912;10083;JUBILADO;3;68;SCOTIA;M
201912;10084;PROFESIONAL INDEPENDIENTE;4;33;FALABELLA;F
201912;10085;DEPENDIENTE;2;26;FINANC_UNO;M
201912;10086;DEPENDIENTE;4;26;FALABELLA;M
201912;10087;PROFESIONAL INDEPENDIENTE;4;35;RIPLEY;F
201912;10088;PROFESIONAL INDEPENDIENTE;2;23;BCP;F
201912;10089;DEPENDIENTE;3;52;IBK;M
201912;10090;INFORMAL;1;35;IBK;F
201912;10091;DEPENDIENTE;1;33;BCP;M
201912;10092;INFORMAL;2;51;FALABELLA;F
201912;10093;DEPENDIENTE;1;29;IBK;M
201912;10094;DEPENDIENTE;1;62;IBK;F
201912;10095;INFORMAL;1;30;IBK;M
201912;10096;INFORMAL;1;48;AZTECA;F
201912;10097;INFORMAL;2;47;CREDISCOTIA;M
201912;10098;DEPENDIENTE;1;23;IBK;M
201912;10099;DEPENDIENTE;3;33;CENCOSUD;F
201912;10100;DEPENDIENTE;4;32;FALABELLA;F
201912;10101;INFORMAL;2;50;IBK;F
201912;10102;INFORMAL;1;35;BCP;F
201912;10103;INFORMAL;2;31;FINANC_UNO;F
201912;10104;INFORMAL;1;39;IBK;M
201912;10105;DEPENDIENTE;4;44;BBVA;M
201912;10106;MICROEMPRESARIO FORMAL - INDEPENDIENTE;2;33;BCP;M
201912;10107;INFORMAL;3;55;FINANC_UNO;M
201912;10108;INFORMAL;1;37;IBK;M
201912;10109;INFORMAL;3;25;BIF;M
201912;10110;INFORMAL;1;25;IBK;F
201912;10111;DEPENDIENTE;1;32;IBK;M
201912;10112;DEPENDIENTE;3;42;BCP;F
201912;10113;INFORMAL;2;30;FALABELLA;F
201912;10114;PROFESIONAL INDEPENDIENTE;1;50;IBK;M
201912;10115;INFORMAL;2;41;CREDISCOTIA;F
201912;10116;INFORMAL;1;26;FINANC_UNO;M
201912;10117;INFORMAL;4;33;RIPLEY;F
201912;10118;PROFESIONAL INDEPENDIENTE;3;49;FINANC_UNO;M
201912;10119;DEPENDIENTE;3;43;RIPLEY;F
201912;10120;DEPENDIENTE;1;28;IBK;F
201912;10121;INFORMAL;2;39;IBK;F
201912;10122;PROFESIONAL INDEPENDIENTE;1;29;FALABELLA;M
201912;10123;PROFESIONAL INDEPENDIENTE;1;27;BBVA;M
201912;10124;PROFESIONAL INDEPENDIENTE;2;69;BCP;M
201912;10125;INFORMAL;3;34;FINANCIERO;M
201912;10126;PROFESIONAL INDEPENDIENTE;1;25;BCP;M
201912;10127;INFORMAL;2;27;IBK;M
201912;10128;INFORMAL;1;30;FINANC_UNO;F
201912;10129;DEPENDIENTE;1;32;BCP;F
201912;10130;INFORMAL;2;27;CENCOSUD;M
201912;10131;PROFESIONAL INDEPENDIENTE;1;33;FALABELLA;F
201912;10132;DEPENDIENTE;2;38;FINANC_UNO;F
201912;10133;PROFESIONAL INDEPENDIENTE;2;33;BCP;F
201912;10134;INFORMAL;1;42;IBK;F
201912;10135;DEPENDIENTE;2;35;BCP;M
201912;10136;DEPENDIENTE;2;27;FINANCIERO;M
201912;10137;PROFESIONAL INDEPENDIENTE;2;23;FALABELLA;M
201912;10138;DEPENDIENTE;1;29;IBK;M
201912;10139;INFORMAL;1;53;IBK;F
201912;10140;PROFESIONAL INDEPENDIENTE;1;26;IBK;M
201912;10141;PROFESIONAL INDEPENDIENTE;3;29;IBK;M
201912;10142;DEPENDIENTE;2;27;IBK;F
201912;10143;PROFESIONAL INDEPENDIENTE;2;40;FALABELLA;M
201912;10144;INFORMAL;4;36;FINANC_UNO;F
201912;10145;PROFESIONAL INDEPENDIENTE;4;51;RIPLEY;F
201912;10146;INFORMAL;1;24;IBK;F
201912;10147;INFORMAL;1;25;IBK;M
201912;10148;INFORMAL;1;24;BCP;M
201912;10149;PROFESIONAL INDEPENDIENTE;1;35;IBK;M
201912;10150;DEPENDIENTE;2;35;FALABELLA;F
201912;10151;INFORMAL;1;42;IBK;F
201912;10152;PROFESIONAL INDEPENDIENTE;1;32;IBK;M
201912;10153;DEPENDIENTE;1;25;IBK;M
201912;10154;INFORMAL;2;23;FALABELLA;F
201912;10155;PROFESIONAL INDEPENDIENTE;1;41;FINANC_UNO;F
201912;10156;DEPENDIENTE;1;35;IBK;F
201912;10157;INFORMAL;4;52;BCP;F
201912;10158;DEPENDIENTE;2;28;IBK;M
201912;10159;INFORMAL;1;23;IBK;F
201912;10160;DEPENDIENTE;4;56;FALABELLA;M
201912;10161;DEPENDIENTE;1;63;IBK;F
201912;10162;DEPENDIENTE;2;37;FALABELLA;F
201912;10163;PROFESIONAL INDEPENDIENTE;2;63;BCP;F
201912;10164;MICROEMPRESARIO FORMAL - INDEPENDIENTE;4;39;FINANC_UNO;F
201912;10165;DEPENDIENTE;1;22;CENCOSUD;F
201912;10166;DEPENDIENTE;3;23;CREDISCOTIA;M
201912;10167;INFORMAL;1;23;FINANC_UNO;M
201912;10168;DEPENDIENTE;1;61;IBK;M
201912;10169;INFORMAL;2;26;AZTECA;F
201912;10170;INFORMAL;1;23;IBK;F
201912;10171;DEPENDIENTE;1;26;FALABELLA;M
201912;10172;INFORMAL;2;40;BCP;M
201912;10173;INFORMAL;1;48;BBVA;F
201912;10174;DEPENDIENTE;3;40;FINANC_UNO;F
201912;10175;DEPENDIENTE;2;40;BCP;F
201912;10176;INFORMAL;2;27;FALABELLA;F
201912;10177;DEPENDIENTE;1;30;IBK;M
201912;10178;PROFESIONAL INDEPENDIENTE;2;31;FINANC_UNO;M
201912;10179;MICROEMPRESARIO FORMAL - INDEPENDIENTE;2;57;FINANC_UNO;M
201912;10180;INFORMAL;2;27;CENCOSUD;M
201912;10181;PROFESIONAL INDEPENDIENTE;4;52;SCOTIA;M
201912;10182;JUBILADO;2;70;BCP;M
201912;10183;INFORMAL;1;51;IBK;M
201912;10184;DEPENDIENTE;1;30;FINANC_UNO;M
201912;10185;INFORMAL;1;37;BCP;F
201912;10186;DEPENDIENTE;2;34;BBVA;M
201912;10187;PROFESIONAL INDEPENDIENTE;1;58;IBK;F
201912;10188;JUBILADO;2;60;IBK;F
201912;10189;DEPENDIENTE;1;50;IBK;F
201912;10190;INFORMAL;1;47;FALABELLA;F
201912;10191;INFORMAL;1;60;IBK;F
201912;10192;PROFESIONAL INDEPENDIENTE;1;32;BCP;M
201912;10193;PROFESIONAL INDEPENDIENTE;1;39;IBK;M
201912;10194;INFORMAL;4;45;FINANC_UNO;F
201912;10195;PROFESIONAL INDEPENDIENTE;1;26;FALABELLA;F
201912;10196;DEPENDIENTE;1;33;IBK;M
201912;10197;DEPENDIENTE;1;46;BCP;M
201912;10198;DEPENDIENTE;4;54;FALABELLA;M
201912;10199;DEPENDIENTE;2;34;IBK;M
201912;10200;DEPENDIENTE;1;64;IBK;M
201912;10201;DEPENDIENTE;3;68;BBVA;M
201912;10202;DEPENDIENTE;1;43;FALABELLA;M
201912;10203;PROFESIONAL INDEPENDIENTE;1;34;BCP;M
201912;10204;INFORMAL;4;50;FINANC_UNO;F
201912;10205;INFORMAL;3;56;FINANC_UNO;F
201912;10206;PROFESIONAL INDEPENDIENTE;1;26;IBK;M
201912;10207;DEPENDIENTE;1;30;BBVA;M
201912;10208;DEPENDIENTE;2;31;BCP;F
201912;10209;PROFESIONAL INDEPENDIENTE;2;42;IBK;F
201912;10210;MICROEMPRESARIO FORMAL - INDEPENDIENTE;1;48;IBK;M
201912;10211;INFORMAL;2;54;FINANC_UNO;F
201912;10212;DEPENDIENTE;1;38;BBVA;M
201912;10213;PROFESIONAL INDEPENDIENTE;2;45;CREDISCOTIA;F
201912;10214;INFORMAL;3;52;CREDISCOTIA;M
201912;10215;DEPENDIENTE;1;35;CENCOSUD;F
201912;10216;DEPENDIENTE;1;25;IBK;M
201912;10217;INFORMAL;2;40;IBK;M
201912;10218;DEPENDIENTE;1;26;IBK;M
201912;10219;NO LABORA;1;29;FINANCIERO;M
201912;10220;DEPENDIENTE;2;31;IBK;F
201912;10221;DEPENDIENTE;1;27;BCP;M
201912;10222;INFORMAL;3;45;CREDISCOTIA;F
201912;10223;INFORMAL;3;49;CREDISCOTIA;M
201912;10224;DEPENDIENTE;3;25;BCP;F
201912;10225;JUBILADO;2;71;IBK;F
201912;10226;INFORMAL;1;21;IBK;F
201912;10227;INFORMAL;2;30;RIPLEY;F
201912;10228;INFORMAL;4;44;IBK;F
201912;10229;INFORMAL;2;29;IBK;M
201912;10230;DEPENDIENTE;2;32;BCP;M
201912;10231;PROFESIONAL INDEPENDIENTE;1;45;IBK;F
201912;10232;INFORMAL;1;44;CENCOSUD;F
201912;10233;DEPENDIENTE;1;45;FALABELLA;F
201912;10234;DEPENDIENTE;1;25;IBK;F
201912;10235;INFORMAL;1;40;IBK;F
201912;10236;INFORMAL;1;30;IBK;F
201912;10237;DEPENDIENTE;1;34;BBVA;F
201912;10238;PROFESIONAL INDEPENDIENTE;1;66;IBK;M
201912;10239;DEPENDIENTE;3;36;SCOTIA;M
201912;10240;INFORMAL;3;30;FINANC_UNO;F
201912;10241;INFORMAL;2;49;IBK;M
201912;10242;INFORMAL;1;30;FINANC_UNO;F
201912;10243;INFORMAL;4;27;FALABELLA;F
201912;10244;INFORMAL;1;29;IBK;F
201912;10245;MICROEMPRESARIO FORMAL - INDEPENDIENTE;1;51;IBK;F
201912;10246;MICROEMPRESARIO FORMAL - INDEPENDIENTE;3;22;IBK;F
201912;10247;DEPENDIENTE;1;36;BBVA;M
201912;10248;INFORMAL;4;45;IBK;M
201912;10249;DEPENDIENTE;3;42;FINANC_UNO;F
201912;10250;INFORMAL;1;55;IBK;F
201912;10251;PROFESIONAL INDEPENDIENTE;1;25;IBK;M
201912;10252;DEPENDIENTE;1;57;BCP;M
201912;10253;INFORMAL;1;36;IBK;F
201912;10254;PROFESIONAL INDEPENDIENTE;4;58;BBVA;F
201912;10255;INFORMAL;2;42;BBVA;F
201912;10256;INFORMAL;2;28;BCP;M
201912;10257;DEPENDIENTE;3;35;FINANC_UNO;M
201912;10258;INFORMAL;1;25;IBK;F
201912;10259;INFORMAL;4;43;SCOTIA;F
201912;10260;DEPENDIENTE;3;46;SCOTIA;M
201912;10261;DEPENDIENTE;1;29;IBK;M
201912;10262;DEPENDIENTE;3;43;BCP;M
201912;10263;DEPENDIENTE;1;28;IBK;F
201912;10264;PROFESIONAL INDEPENDIENTE;2;28;FALABELLA;F
201912;10265;INFORMAL;4;56;FINANC_UNO;F
201912;10266;INFORMAL;1;40;IBK;M
201912;10267;PROFESIONAL INDEPENDIENTE;4;57;RIPLEY;M
201912;10268;INFORMAL;1;25;IBK;F
201912;10269;DEPENDIENTE;3;48;FINANC_UNO;F
201912;10270;INFORMAL;1;47;IBK;M
201912;10271;DEPENDIENTE;1;30;IBK;M
201912;10272;INFORMAL;1;22;IBK;F
201912;10273;INFORMAL;1;30;IBK;M
201912;10274;INFORMAL;1;33;IBK;F
201912;10275;INFORMAL;1;24;IBK;M
201912;10276;INFORMAL;2;26;IBK;F
201912;10277;INFORMAL;1;38;IBK;F
201912;10278;INFORMAL;2;44;RIPLEY;F
201912;10279;DEPENDIENTE;1;26;IBK;F
201912;10280;INFORMAL;1;44;IBK;M
201912;10281;DEPENDIENTE;1;24;IBK;M
201912;10282;INFORMAL;1;34;FALABELLA;F
201912;10283;INFORMAL;1;28;IBK;M
201912;10284;DEPENDIENTE;1;37;IBK;F
201912;10285;DEPENDIENTE;2;40;CENCOSUD;F
201912;10286;INFORMAL;1;36;CENCOSUD;F
201912;10287;DEPENDIENTE;4;57;FINANC_UNO;M
201912;10288;INFORMAL;2;23;FINANC_UNO;F
201912;10289;PROFESIONAL INDEPENDIENTE;3;48;BBVA;M
201912;10290;DEPENDIENTE;3;41;FINANC_UNO;F
201912;10291;DEPENDIENTE;3;31;IBK;F
201912;10292;MICROEMPRESARIO FORMAL - INDEPENDIENTE;1;48;FINANC_UNO;F
201912;10293;PROFESIONAL INDEPENDIENTE;2;32;BCP;M
201912;10294;PROFESIONAL INDEPENDIENTE;1;52;IBK;M
201912;10295;PROFESIONAL INDEPENDIENTE;2;54;FINANC_UNO;M
201912;10296;DEPENDIENTE;1;27;IBK;M
201912;10297;INFORMAL;1;35;IBK;F
201912;10298;INFORMAL;1;45;IBK;M
201912;10299;INFORMAL;1;25;IBK;F
201912;10300;INFORMAL;4;41;BCP;F
201912;10301;DEPENDIENTE;2;30;SCOTIA;F
201912;10302;PROFESIONAL INDEPENDIENTE;1;26;IBK;M
201912;10303;PROFESIONAL INDEPENDIENTE;1;26;IBK;M
201912;10304;DEPENDIENTE;3;54;FINANC_UNO;M
201912;10305;DEPENDIENTE;3;28;CENCOSUD;F
201912;10306;DEPENDIENTE;2;33;CENCOSUD;F
201912;10307;PROFESIONAL INDEPENDIENTE;2;25;BCP;M
201912;10308;MICROEMPRESARIO FORMAL - INDEPENDIENTE;1;34;IBK;F
201912;10309;INFORMAL;2;44;SCOTIA;F
201912;10310;PROFESIONAL INDEPENDIENTE;2;26;BBVA;M
201912;10311;NO LABORA;1;37;IBK;M
201912;10312;DEPENDIENTE;1;35;BCP;M
201912;10313;INFORMAL;1;24;IBK;M
201912;10314;INFORMAL;1;31;IBK;M
201912;10315;INFORMAL;1;39;IBK;M
201912;10316;INFORMAL;1;26;IBK;F
201912;10317;INFORMAL;1;33;SCOTIA;M
201912;10318;DEPENDIENTE;4;26;FALABELLA;M
201912;10319;INFORMAL;2;65;FALABELLA;M
201912;10320;MICROEMPRESARIO FORMAL - INDEPENDIENTE;4;54;FINANC_UNO;M
201912;10321;DEPENDIENTE;2;51;IBK;M
201912;10322;DEPENDIENTE;1;27;FALABELLA;F
201912;10323;DEPENDIENTE;3;27;BCP;F
201912;10324;INFORMAL;1;29;IBK;F
201912;10325;INFORMAL;4;48;FALABELLA;M
201912;10326;INFORMAL;3;65;BCP;F
201912;10327;NO LABORA;3;24;FINANC_UNO;F
201912;10328;DEPENDIENTE;1;24;IBK;F
201912;10329;DEPENDIENTE;2;27;FINANC_UNO;F
201912;10330;INFORMAL;1;56;IBK;F
201912;10331;INFORMAL;2;45;BBVA;F
201912;10332;MICROEMPRESARIO FORMAL - INDEPENDIENTE;4;34;FINANCIERO;F
201912;10333;DEPENDIENTE;1;41;IBK;M
201912;10334;INFORMAL;1;44;IBK;M
201912;10335;PROFESIONAL INDEPENDIENTE;1;50;FINANC_UNO;F
201912;10336;INFORMAL;2;29;BCP;M
201912;10337;INFORMAL;2;22;IBK;F
201912;10338;DEPENDIENTE;2;32;FALABELLA;F
201912;10339;DEPENDIENTE;1;44;FINANC_UNO;F
201912;10340;DEPENDIENTE;2;33;BCP;M
201912;10341;INFORMAL;3;51;SCOTIA;F
201912;10342;MICROEMPRESARIO FORMAL - INDEPENDIENTE;1;40;IBK;F
201912;10343;INFORMAL;1;42;IBK;M
201912;10344;INFORMAL;2;31;CENCOSUD;F
201912;10345;DEPENDIENTE;3;37;BCP;M
201912;10346;DEPENDIENTE;1;32;IBK;M
201912;10347;INFORMAL;1;26;IBK;M
201912;10348;PROFESIONAL INDEPENDIENTE;4;44;BBVA;M
201912;10349;INFORMAL;2;57;BBVA;M
201912;10350;INFORMAL;2;27;FINANCIERO;M
201912;10351;DEPENDIENTE;1;37;IBK;M
201912;10352;NO LABORA;1;35;IBK;F
201912;10353;DEPENDIENTE;3;52;FALABELLA;M
201912;10354;INFORMAL;3;26;FALABELLA;M
201912;10355;DEPENDIENTE;2;34;BCP;F
201912;10356;INFORMAL;3;43;IBK;F
201912;10357;PROFESIONAL INDEPENDIENTE;1;33;FALABELLA;F
201912;10358;MICROEMPRESARIO FORMAL - INDEPENDIENTE;3;67;BCP;M
201912;10359;PROFESIONAL INDEPENDIENTE;2;37;IBK;F
201912;10360;INFORMAL;1;55;IBK;M
201912;10361;INFORMAL;2;28;BCP;F
201912;10362;PROFESIONAL INDEPENDIENTE;1;30;IBK;M
201912;10363;INFORMAL;3;36;FINANC_UNO;F
201912;10364;INFORMAL;2;63;CREDISCOTIA;F
201912;10365;DEPENDIENTE;2;24;BCP;F
201912;10366;PROFESIONAL INDEPENDIENTE;4;50;CENCOSUD;M
201912;10367;DEPENDIENTE;4;63;FALABELLA;M
201912;10368;PROFESIONAL INDEPENDIENTE;1;30;IBK;M
201912;10369;PROFESIONAL INDEPENDIENTE;2;49;SCOTIA;M
201912;10370;INFORMAL;1;26;IBK;M
201912;10371;INFORMAL;1;34;FALABELLA;F
201912;10372;MICROEMPRESARIO FORMAL - INDEPENDIENTE;2;69;SCOTIA;M
201912;10373;INFORMAL;3;32;RIPLEY;F
201912;10374;INFORMAL;2;42;IBK;M
201912;10375;INFORMAL;1;26;IBK;F
201912;10376;INFORMAL;1;40;IBK;M
201912;10377;DEPENDIENTE;1;50;IBK;M
201912;10378;PROFESIONAL INDEPENDIENTE;2;27;BBVA;M
201912;10379;DEPENDIENTE;2;31;BCP;M
201912;10380;DEPENDIENTE;1;28;IBK;F
201912;10381;DEPENDIENTE;1;24;IBK;F
201912;10382;INFORMAL;1;56;IBK;F
201912;10383;PROFESIONAL INDEPENDIENTE;1;29;IBK;M
201912;10384;INFORMAL;3;57;FALABELLA;F
201912;10385;INFORMAL;3;26;BBVA;M
201912;10386;DEPENDIENTE;2;47;BCP;M
201912;10387;INFORMAL;1;60;CREDISCOTIA;F
201912;10388;INFORMAL;3;29;IBK;F
201912;10389;DEPENDIENTE;1;31;FALABELLA;F
201912;10390;INFORMAL;1;49;IBK;F
201912;10391;INFORMAL;3;29;FALABELLA;F
201912;10392;DEPENDIENTE;1;23;BCP;F
201912;10393;INFORMAL;1;40;FINANC_UNO;F
201912;10394;INFORMAL;1;40;SCOTIA;F
201912;10395;PROFESIONAL INDEPENDIENTE;1;31;IBK;F
201912;10396;NO LABORA;2;27;IBK;F
201912;10397;PROFESIONAL INDEPENDIENTE;1;67;RIPLEY;F
201912;10398;DEPENDIENTE;1;24;FINANC_UNO;F
201912;10399;PROFESIONAL INDEPENDIENTE;1;26;SCOTIA;M
201912;10400;PROFESIONAL INDEPENDIENTE;1;50;BBVA;F
201912;10401;INFORMAL;1;41;IBK;M
201912;10402;INFORMAL;2;48;CREDISCOTIA;F
201912;10403;INFORMAL;1;23;IBK;F
201912;10404;INFORMAL;1;23;IBK;M
201912;10405;DEPENDIENTE;2;53;SCOTIA;M
201912;10406;PROFESIONAL INDEPENDIENTE;1;37;IBK;M
201912;10407;INFORMAL;1;49;FINANC_UNO;M
201912;10408;DEPENDIENTE;2;27;FALABELLA;M
201912;10409;INFORMAL;2;38;CENCOSUD;F
201912;10410;DEPENDIENTE;1;45;IBK;M
201912;10411;DEPENDIENTE;1;32;SCOTIA;F
201912;10412;INFORMAL;1;24;FALABELLA;M
201912;10413;INFORMAL;1;32;IBK;M
201912;10414;INFORMAL;1;23;IBK;M
201912;10415;MICROEMPRESARIO FORMAL - INDEPENDIENTE;2;28;FALABELLA;M
201912;10416;DEPENDIENTE;1;34;IBK;F
201912;10417;INFORMAL;1;31;AZTECA;M
201912;10418;DEPENDIENTE;1;51;CENCOSUD;F
201912;10419;DEPENDIENTE;2;32;BIF;M
201912;10420;DEPENDIENTE;2;36;BCP;F
201912;10421;INFORMAL;1;26;IBK;F
201912;10422;INFORMAL;1;24;IBK;M
201912;10423;PROFESIONAL INDEPENDIENTE;2;26;BBVA;M
201912;10424;INFORMAL;2;29;IBK;F
201912;10425;DEPENDIENTE;1;50;SCOTIA;F
201912;10426;PROFESIONAL INDEPENDIENTE;2;41;CENCOSUD;F
201912;10427;INFORMAL;1;25;IBK;M
201912;10428;INFORMAL;2;32;FALABELLA;M
201912;10429;DEPENDIENTE;3;45;FALABELLA;M
201912;10430;DEPENDIENTE;3;52;FINANC_UNO;M
201912;10431;DEPENDIENTE;1;62;BCP;M
201912;10432;DEPENDIENTE;1;37;IBK;F
201912;10433;INFORMAL;1;36;IBK;M
201912;10434;MICROEMPRESARIO FORMAL - INDEPENDIENTE;2;53;FINANC_UNO;F
201912;10435;INFORMAL;2;33;CENCOSUD;M
201912;10436;DEPENDIENTE;1;22;IBK;M
201912;10437;DEPENDIENTE;2;32;FALABELLA;F
201912;10438;DEPENDIENTE;4;27;IBK;F
201912;10439;DEPENDIENTE;2;46;BCP;F
201912;10440;INFORMAL;4;37;FALABELLA;F
201912;10441;INFORMAL;1;28;IBK;F
201912;10442;INFORMAL;4;40;FINANC_UNO;F
201912;10443;INFORMAL;1;29;IBK;M
201912;10444;NO LABORA;2;30;IBK;F
201912;10445;INFORMAL;1;32;BCP;M
201912;10446;PROFESIONAL INDEPENDIENTE;3;32;BBVA;F
201912;10447;PROFESIONAL INDEPENDIENTE;1;25;FINANC_UNO;M
201912;10448;DEPENDIENTE;3;34;FINANC_UNO;M
201912;10449;INFORMAL;1;31;IBK;M
201912;10450;DEPENDIENTE;2;27;FINANC_UNO;F
201912;10451;PROFESIONAL INDEPENDIENTE;4;34;IBK;F
201912;10452;PROFESIONAL INDEPENDIENTE;2;23;BCP;M
201912;10453;DEPENDIENTE;2;24;FALABELLA;F
201912;10454;DEPENDIENTE;3;32;BBVA;M
201912;10455;INFORMAL;1;24;IBK;M
201912;10456;INFORMAL;2;32;BCP;M
201912;10457;INFORMAL;1;41;IBK;M
201912;10458;INFORMAL;2;35;IBK;F
201912;10459;INFORMAL;1;44;IBK;M
201912;10460;INFORMAL;3;44;BBVA;F
201912;10461;INFORMAL;1;45;IBK;F
201912;10462;DEPENDIENTE;2;24;IBK;F
201912;10463;PROFESIONAL INDEPENDIENTE;1;26;FALABELLA;F
201912;10464;DEPENDIENTE;1;41;IBK;F
201912;10465;PROFESIONAL INDEPENDIENTE;1;27;BCP;M
201912;10466;ACCIONISTA EMPRESA;4;48;SCOTIA;M
201912;10467;NO LABORA;1;30;BCP;M
201912;10468;DEPENDIENTE;2;30;BBVA;F
201912;10469;PROFESIONAL INDEPENDIENTE;1;31;IBK;F
201912;10470;DEPENDIENTE;1;30;IBK;M
201912;10471;INFORMAL;2;28;FINANCIERO;M
201912;10472;INFORMAL;1;43;IBK;M
201912;10473;INFORMAL;1;22;IBK;F
201912;10474;PROFESIONAL INDEPENDIENTE;1;27;BCP;M
201912;10475;DEPENDIENTE;2;41;IBK;F
201912;10476;DEPENDIENTE;3;45;IBK;M
201912;10477;DEPENDIENTE;1;65;IBK;M
201912;10478;PROFESIONAL INDEPENDIENTE;4;34;CREDISCOTIA;F
201912;10479;INFORMAL;1;46;CENCOSUD;F
201912;10480;INFORMAL;1;29;FALABELLA;F
201912;10481;INFORMAL;4;36;FALABELLA;F
201912;10482;INFORMAL;1;33;FALABELLA;F
201912;10483;DEPENDIENTE;1;32;IBK;F
201912;10484;DEPENDIENTE;1;32;IBK;F
201912;10485;MICROEMPRESARIO FORMAL - INDEPENDIENTE;4;64;CREDISCOTIA;F
201912;10486;DEPENDIENTE;2;28;CREDISCOTIA;F
201912;10487;PROFESIONAL INDEPENDIENTE;1;29;FINANC_UNO;M
201912;10488;INFORMAL;2;25;IBK;F
201912;10489;DEPENDIENTE;2;25;BBVA;M
201912;10490;INFORMAL;1;26;IBK;F
201912;10491;PROFESIONAL INDEPENDIENTE;3;29;FINANC_UNO;M
201912;10492;DEPENDIENTE;1;25;BCP;F
201912;10493;MICROEMPRESARIO FORMAL - INDEPENDIENTE;2;53;FALABELLA;M
201912;10494;NO LABORA;1;25;IBK;F
201912;10495;INFORMAL;1;45;IBK;F
201912;10496;PROFESIONAL INDEPENDIENTE;4;43;FALABELLA;M
201912;10497;INFORMAL;1;30;FINANC_UNO;M
201912;10498;MICROEMPRESARIO FORMAL - INDEPENDIENTE;4;51;BCP;M
201912;10499;INFORMAL;1;26;IBK;M
201912;10500;INFORMAL;4;59;CENCOSUD;M
201912;10501;DEPENDIENTE;3;50;CENCOSUD;M
201912;10502;DEPENDIENTE;1;27;IBK;M
201912;10503;DEPENDIENTE;2;29;IBK;M
201912;10504;DEPENDIENTE;1;32;IBK;M
201912;10505;PROFESIONAL INDEPENDIENTE;2;24;IBK;F
201912;10506;INFORMAL;2;27;IBK;M
201912;10507;PROFESIONAL INDEPENDIENTE;3;46;FINANC_UNO;M
201912;10508;INFORMAL;3;62;CREDISCOTIA;M
201912;10509;PROFESIONAL INDEPENDIENTE;1;22;IBK;F
201912;10510;DEPENDIENTE;2;28;FALABELLA;M
201912;10511;DEPENDIENTE;2;33;BCP;M
201912;10512;DEPENDIENTE;3;32;IBK;M
201912;10513;DEPENDIENTE;1;25;IBK;F
201912;10514;DEPENDIENTE;2;53;FALABELLA;F
201912;10515;DEPENDIENTE;1;22;IBK;M
201912;10516;INFORMAL;1;56;IBK;F
201912;10517;MICROEMPRESARIO FORMAL - INDEPENDIENTE;1;45;BBVA;M
201912;10518;DEPENDIENTE;1;24;IBK;M
201912;10519;INFORMAL;1;71;IBK;M
201912;10520;INFORMAL;3;46;BCP;M
201912;10521;INFORMAL;2;43;FALABELLA;F
201912;10522;INFORMAL;2;22;IBK;M
201912;10523;PROFESIONAL INDEPENDIENTE;3;49;BCP;F
201912;10524;PROFESIONAL INDEPENDIENTE;2;42;BCP;M
201912;10525;INFORMAL;2;43;BBVA;M
201912;10526;DEPENDIENTE;3;39;FALABELLA;M
201912;10527;INFORMAL;1;53;CENCOSUD;F
201912;10528;DEPENDIENTE;3;36;IBK;F
201912;10529;DEPENDIENTE;1;26;IBK;M
201912;10530;PROFESIONAL INDEPENDIENTE;2;24;FALABELLA;M
201912;10531;PROFESIONAL INDEPENDIENTE;2;29;FALABELLA;F
201912;10532;DEPENDIENTE;1;46;IBK;M
201912;10533;DEPENDIENTE;1;31;IBK;F
201912;10534;DEPENDIENTE;1;39;IBK;F
201912;10535;DEPENDIENTE;2;43;IBK;M
201912;10536;INFORMAL;3;45;FALABELLA;M
201912;10537;DEPENDIENTE;2;47;IBK;F
201912;10538;INFORMAL;1;40;FINANC_UNO;M
